Package , CPU , GPU , DRAM? , Threshold , Actual , Recorded At (timestamp)  
0.000000000000000000, 0.001037597656250000,  NA (uncore),  NA (DRAM) 700.000000000000000000, 0.000000000000000000, 15:04:00.594405
------------------------------------------------------------------------------------------------------- 
Package , CPU , GPU , DRAM? , Threshold , Actual , Recorded At (timestamp)  
197.859863281250000000, 188.356628417968750000,  NA (uncore),  NA (DRAM) 700.000000000000000000, 197.859863281250000000, 15:04:10.594535
------------------------------------------------------------------------------------------------------- 
Package , CPU , GPU , DRAM? , Threshold , Actual , Recorded At (timestamp)  
442.027893066406250000, 422.366516113281250000,  NA (uncore),  NA (DRAM) 700.000000000000000000, 442.027893066406250000, 15:04:20.594733
------------------------------------------------------------------------------------------------------- 
Package , CPU , GPU , DRAM? , Threshold , Actual , Recorded At (timestamp)  
661.645568847656250000, 630.818054199218750000,  NA (uncore),  NA (DRAM) 700.000000000000000000, 661.645568847656250000, 15:04:30.594933
------------------------------------------------------------------------------------------------------- 
Package , CPU , GPU , DRAM? , Threshold , Actual , Recorded At (timestamp)  
810.820678710937500000, 767.149597167968750000,  NA (uncore),  NA (DRAM) 700.000000000000000000, 810.820678710937500000, 15:04:40.595147
------------------------------------------------------------------------------------------------------- 
Package , CPU , GPU , DRAM? , Threshold , Actual , Recorded At (timestamp)  
960.069946289062500000, 902.680358886718750000,  NA (uncore),  NA (DRAM) 700.000000000000000000, 960.069946289062500000, 15:04:50.595362
------------------------------------------------------------------------------------------------------- 
